match_id,winner,blue_champion_0,blue_mastery_0,blue_champion_1,blue_mastery_1,blue_champion_2,blue_mastery_2,blue_champion_3,blue_mastery_3,blue_champion_4,blue_mastery_4,red_champion_0,red_mastery_0,red_champion_1,red_mastery_1,red_champion_2,red_mastery_2,red_champion_3,red_mastery_3,red_champion_4,red_mastery_4
KR_7372447881,blue,92,722052,76,87414,238,3773814,145,161748,111,436560,68,37672,254,27619,131,8404,202,21703,526,397846
KR_7349689978,red,77,0,72,13668,103,56829,22,153249,43,58217,897,177603,64,1065887,518,41120,51,115105,99,38665
KR_7383958817,blue,799,32193,104,70906,268,700375,498,7209,497,71184,57,88324,203,7694,163,61235,51,44666,89,33086
KR_7380531571,red,150,47308,72,9935,517,693812,221,271690,235,79492,58,14893,254,9581,142,35246,42,75508,497,174006
NA1_5138232224,blue,150,61615,234,84090,75,15762,22,296314,412,1253469,517,175614,141,1864010,134,510237,81,103225,43,32417
KR_7383995142,red,58,515566,76,14575,18,11854,145,21580,497,95054,24,28697,203,111017,3,1294,42,33233,78,59671
NA1_5154080208,red,150,467924,141,196210,69,537275,145,374045,111,155397,266,42118,876,29276,134,29180,157,2676356,12,262385
NA1_5151008422,red,77,58136,121,11349,142,122347,777,815,350,4825,92,266847,876,161309,96,4124,950,22047,117,352846
EUW1_7186943217,blue,114,114475,91,383572,40,240131,22,43788,888,109572,14,57628,234,50316,50,186545,42,75822,89,69705
NA1_5148658572,red,799,10921,245,1126020,126,161607,110,30862,201,65273,24,570569,121,100053,910,433202,22,76837,267,1520327
NA1_5132457955,blue,36,197099,104,173682,103,29238,145,455758,555,141950,83,1253,120,73137,105,4760,81,30553,99,40695
KR_7367114815,blue,150,259088,64,226744,55,99000,115,50292,526,460252,799,33287,234,201463,893,51085,145,1606852,12,198800
EUW1_7202227846,red,777,197387,60,321386,42,22172,51,23505,99,49563,72,176512,78,97402,84,83813,222,545085,111,63438
NA1_5157111259,red,103,506533,120,977342,910,107353,222,1388118,26,59911,92,2568549,121,106627,711,152314,145,506124,12,102667
EUW1_7194324832,red,79,609449,234,205296,517,7158,119,1128118,147,291777,799,14434,163,585402,901,60826,42,268670,497,390916
KR_7379136265,red,24,175218,106,776876,555,1645748,429,48082,888,131182,897,148843,104,58191,163,32361,115,20285,111,143597
EUW1_7198341578,red,24,125439,64,241180,103,27093,22,59185,526,38028,68,50528,234,81593,81,5804,34,1238028,555,926266
NA1_5145231550,blue,79,75482,62,28733,42,17888,429,27457,57,99657,98,190574,107,2267204,245,51396,166,302210,235,138664
NA1_5152935291,red,126,50217,72,75653,142,571044,22,26489,201,21044,39,14722,19,76318,69,1110115,236,472914,902,14627
KR_7361312040,blue,57,688572,234,98557,91,433255,222,560471,412,770109,79,23157,30,7182,80,21012,523,476282,3,38585
NA1_5141277055,blue,164,335690,887,15346,166,301468,42,116648,16,91071,23,150287,245,106949,950,1082191,429,11660,142,804008
KR_7352697304,red,133,2336439,72,12175,61,1389920,42,31326,78,70145,164,262981,234,277316,3,119789,96,22646,526,285659
KR_7384834968,blue,58,493741,154,2609927,777,15145,22,20942,79,22366,24,30743,245,430418,517,89167,42,89761,61,307290
KR_7347402956,blue,24,204046,163,217648,221,37402,429,73572,526,248744,897,237885,60,318502,777,301377,42,34866,111,36587
NA1_5153020603,blue,516,22399,200,213331,517,360663,202,531199,96,18848,17,5111933,33,14231,799,7174,51,284016,117,74387
